Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT101012,Signal Jumping,2949,Gujarat,2025-10-09,22:51,Bike,Green,2021,Tamil Nadu,49,Male,Heavy Vehicle,5,Clear,Under Construction,OFF4736,Traffic Police,Valid,4,N/A,N/A,Green,80,36,0.24,Not Conducted,Yes,Yes,Online,No,0,Repeat Offender
VLT101013,Drunk Driving,4631,Tamil Nadu,2025-10-10,07:09,Car,Yellow,2023,Uttar Pradesh,51,Male,Two-Wheeler,2,Foggy,Potholes,OFF9268,Local Police,Suspended,3,Yes,N/A,Yellow,50,31,0.2,Negative,No,Yes,Online,No,3,Repeat Offender
VLT101014,Drunk Driving,762,Gujarat,2025-10-11,18:06,Truck,White,2007,Maharashtra,40,Male,Heavy Vehicle,0,Cloudy,Dry,OFF6830,Traffic Police,Valid,5,No,N/A,Green,30,79,0.22,Positive,No,No,Not Paid,Yes,4,Fine Paid On Spot
VLT101015,Overloading,2690,Gujarat,2025-10-12,21:26,Scooter,Black,2018,Karnataka,34,Female,Two-Wheeler,4,Dust Storm,Slippery,OFF5966,Local Police,Valid,5,N/A,Yes,Yellow,50,32,0.47,Positive,Yes,No,Not Paid,No,3,First Violation
VLT101016,Wrong Parking,2662,Uttar Pradesh,2025-10-13,09:18,Auto Rickshaw,Black,1999,Karnataka,71,Female,Heavy Vehicle,7,Dust Storm,Wet,OFF4864,Highway Patrol,Valid,3,Yes,N/A,Green,80,109,0.4,Positive,Yes,No,Card,No,1,Fine Paid On Spot
VLT101017,No Helmet,4822,Punjab,2025-10-14,08:01,Bike,White,2019,Maharashtra,38,Other,Commercial,0,Dust Storm,Dry,OFF5038,RTO,Suspended,3,No,Yes,Red,30,43,0.21,Not Conducted,Yes,Yes,Card,Yes,5,
VLT101018,Drunk Driving,1187,Punjab,2025-10-15,14:19,Bike,Green,1998,West Bengal,42,Other,Learner,3,Foggy,Slippery,OFF2815,Highway Patrol,Expired,5,Yes,Yes,Red,30,100,0.23,Positive,No,Yes,Not Paid,Yes,1,Repeat Offender
VLT101019,Wrong Parking,3950,West Bengal,2025-10-16,11:13,Truck,Grey,2010,Punjab,42,Other,Heavy Vehicle,7,Cloudy,Potholes,OFF8219,RTO,Suspended,1,N/A,N/A,Yellow,50,34,0.17,Positive,No,No,Card,Yes,3,Repeat Offender
VLT101020,No Helmet,2124,Gujarat,2025-10-17,14:26,Truck,Yellow,1997,Karnataka,36,Female,Heavy Vehicle,7,Dust Storm,Dry,OFF9078,RTO,Valid,5,No,N/A,Yellow,80,109,0.04,Negative,No,Yes,Cash,Yes,5,Repeat Offender
VLT101021,Over-speeding,1524,Delhi,2025-10-18,19:18,Truck,White,2001,Tamil Nadu,48,Other,Learner,9,Cloudy,Wet,OFF2571,RTO,Valid,4,N/A,Yes,Yellow,80,83,0.09,Negative,No,Yes,Online,No,2,First Violation
VLT101022,Overloading,3435,Karnataka,2025-10-19,16:51,Auto Rickshaw,Blue,1998,Karnataka,58,Other,Commercial,10,Clear,Dry,OFF2928,Traffic Police,Valid,3,No,Yes,Green,100,92,0.06,Not Conducted,No,No,Online,No,0,Fine Paid On Spot
VLT101023,No Helmet,436,Delhi,2025-10-20,03:56,Car,White,2001,Punjab,35,Female,Learner,0,Rainy,Under Construction,OFF7080,Local Police,Suspended,1,No,Yes,Red,60,27,0.1,Positive,Yes,No,Online,Yes,1,
VLT101024,No Helmet,252,Karnataka,2025-10-21,17:00,Scooter,White,2006,Uttar Pradesh,45,Female,Four-Wheeler,10,Cloudy,Under Construction,OFF8183,Local Police,Valid,2,Yes,N/A,Red,60,78,0.48,Not Conducted,Yes,Yes,Online,Yes,5,Fine Paid On Spot
VLT101025,Wrong Parking,902,Gujarat,2025-10-22,04:28,Bike,Red,2007,Gujarat,72,Female,Heavy Vehicle,9,Rainy,Slippery,OFF6914,Highway Patrol,Valid,5,No,No,Red,80,48,0.32,Negative,Yes,Yes,Cash,Yes,3,
VLT101026,Overloading,3034,Tamil Nadu,2025-10-23,17:26,Scooter,Yellow,2007,Gujarat,72,Other,Four-Wheeler,4,Dust Storm,Under Construction,OFF7034,Local Police,Valid,3,Yes,N/A,Green,40,72,0.34,Negative,Yes,No,Cash,No,5,Repeat Offender
VLT101027,Overloading,2043,Punjab,2025-10-24,08:13,Bike,Grey,2003,Maharashtra,52,Male,Two-Wheeler,7,Rainy,Potholes,OFF4599,Local Police,Expired,5,N/A,N/A,Red,30,107,0.13,Positive,No,No,Not Paid,No,5,Fine Paid On Spot
VLT101028,Drunk Driving,1221,Punjab,2025-10-25,22:26,Bike,Grey,2017,Karnataka,32,Male,Four-Wheeler,2,Foggy,Under Construction,OFF3683,Local Police,Suspended,4,Yes,Yes,Yellow,30,28,0.07,Positive,No,No,Not Paid,Yes,3,
VLT101029,Using Mobile Phone,921,West Bengal,2025-10-26,00:52,Truck,Green,2015,Punjab,31,Female,Commercial,9,Cloudy,Potholes,OFF5426,RTO,Valid,1,Yes,Yes,Green,40,111,0.34,Negative,Yes,No,Cash,No,0,
VLT101030,Overloading,2124,Punjab,2025-10-27,06:25,Bus,Grey,2001,West Bengal,29,Female,Learner,3,Clear,Potholes,OFF9998,Highway Patrol,Expired,3,Yes,No,Yellow,30,48,0.28,Negative,Yes,No,Card,No,5,Repeat Offender
VLT101031,Overloading,3088,Gujarat,2025-10-28,22:09,Scooter,Green,1995,Karnataka,37,Male,Learner,8,Rainy,Under Construction,OFF2555,RTO,Suspended,1,No,Yes,Green,80,102,0.48,Not Conducted,Yes,Yes,Cash,No,4,First Violation
VLT101032,Using Mobile Phone,2673,Tamil Nadu,2025-10-29,05:40,Car,Silver,2010,Gujarat,55,Male,Commercial,6,Clear,Under Construction,OFF8301,Highway Patrol,Expired,1,N/A,N/A,Yellow,100,79,0.03,Negative,No,No,Card,Yes,1,First Violation
VLT101033,No Helmet,1455,Karnataka,2025-10-30,12:15,Car,Green,2018,Delhi,61,Male,Four-Wheeler,1,Foggy,Slippery,OFF9726,Traffic Police,Expired,3,Yes,N/A,Yellow,40,33,0.41,Not Conducted,No,Yes,Online,Yes,2,First Violation
VLT101034,Signal Jumping,2541,West Bengal,2025-10-31,03:01,Bike,White,2006,Tamil Nadu,50,Male,Learner,1,Foggy,Potholes,OFF4061,Traffic Police,Valid,4,N/A,N/A,Red,30,27,0.28,Negative,Yes,No,Online,No,5,Repeat Offender
VLT101035,Driving Without License,3875,Uttar Pradesh,2025-11-01,16:46,Truck,Green,1999,Karnataka,34,Female,Learner,9,Rainy,Slippery,OFF4266,Local Police,Suspended,1,No,No,Green,80,37,0.09,Negative,Yes,No,Online,Yes,5,
VLT101036,Drunk Driving,4653,Tamil Nadu,2025-11-02,16:58,Bike,Silver,2023,Tamil Nadu,64,Other,Four-Wheeler,0,Clear,Slippery,OFF6377,Local Police,Suspended,1,N/A,No,Green,50,62,0.24,Negative,Yes,Yes,Online,No,4,Repeat Offender
VLT101037,Over-speeding,4182,Uttar Pradesh,2025-11-03,14:55,Truck,Silver,2021,Uttar Pradesh,65,Male,Heavy Vehicle,9,Rainy,Potholes,OFF5695,Highway Patrol,Valid,2,No,No,Green,60,34,0.08,Negative,No,Yes,Card,Yes,5,Fine Paid On Spot
VLT101038,Driving Without License,1201,Tamil Nadu,2025-11-04,17:52,Truck,Blue,2010,West Bengal,57,Other,Commercial,7,Dust Storm,Potholes,OFF2831,Traffic Police,Valid,4,Yes,No,Green,30,72,0.24,Not Conducted,No,Yes,Online,No,2,Fine Paid On Spot
VLT101039,Drunk Driving,652,Tamil Nadu,2025-11-05,18:38,Scooter,Green,2001,Tamil Nadu,25,Male,Heavy Vehicle,0,Clear,Dry,OFF2212,Highway Patrol,Expired,2,Yes,No,Red,30,38,0.11,Negative,Yes,Yes,Cash,Yes,4,
VLT101040,No Seatbelt,447,Maharashtra,2025-11-06,02:46,Car,Red,2018,Uttar Pradesh,42,Other,Heavy Vehicle,0,Dust Storm,Wet,OFF4532,Local Police,Suspended,5,N/A,N/A,Green,30,93,0.31,Not Conducted,Yes,No,Card,No,1,Repeat Offender
VLT101041,No Helmet,3377,Delhi,2025-11-07,16:22,Scooter,Blue,2015,Maharashtra,23,Other,Commercial,1,Cloudy,Under Construction,OFF6682,RTO,Valid,1,No,No,Green,30,54,0.3,Negative,Yes,No,Card,Yes,1,Repeat Offender
VLT101042,Drunk Driving,2197,Karnataka,2025-11-08,08:07,Car,Red,2016,Karnataka,29,Other,Two-Wheeler,3,Cloudy,Under Construction,OFF2096,Traffic Police,Valid,5,Yes,No,Yellow,40,60,0.14,Positive,No,Yes,Cash,No,3,First Violation
VLT101043,Over-speeding,4791,Maharashtra,2025-11-09,21:52,Scooter,Grey,2008,Delhi,31,Female,Two-Wheeler,1,Dust Storm,Potholes,OFF9965,Traffic Police,Valid,2,Yes,Yes,Green,100,112,0.16,Positive,No,No,Not Paid,Yes,1,First Violation
VLT101044,No Seatbelt,3784,Karnataka,2025-11-10,11:54,Bike,Yellow,2017,Maharashtra,33,Other,Learner,4,Dust Storm,Slippery,OFF8126,Traffic Police,Suspended,2,N/A,No,Red,60,111,0.34,Positive,No,Yes,Not Paid,No,0,Repeat Offender
VLT101045,No Helmet,3002,Delhi,2025-11-11,09:45,Scooter,Green,2007,Gujarat,40,Female,Learner,7,Dust Storm,Slippery,OFF8978,Local Police,Valid,1,N/A,N/A,Green,60,112,0.06,Negative,Yes,No,Online,No,1,Fine Paid On Spot
VLT101046,Using Mobile Phone,3650,Maharashtra,2025-11-12,22:44,Truck,Green,2022,Karnataka,45,Other,Commercial,1,Clear,Wet,OFF8487,Traffic Police,Valid,5,N/A,Yes,Green,100,48,0.28,Not Conducted,No,Yes,Not Paid,No,1,
VLT101047,Using Mobile Phone,3353,Uttar Pradesh,2025-11-13,11:02,Bike,Red,2022,Karnataka,66,Other,Two-Wheeler,6,Dust Storm,Wet,OFF6992,Traffic Police,Suspended,1,N/A,No,Green,50,32,0.5,Not Conducted,Yes,No,Cash,No,3,First Violation
VLT101048,Driving Without License,144,Delhi,2025-11-14,07:56,Scooter,Green,2015,Karnataka,55,Male,Two-Wheeler,6,Dust Storm,Dry,OFF7831,Traffic Police,Suspended,4,N/A,No,Green,80,111,0.22,Not Conducted,Yes,Yes,Cash,Yes,5,First Violation
VLT101049,No Helmet,769,Maharashtra,2025-11-15,11:54,Bike,Green,1998,Tamil Nadu,57,Other,Two-Wheeler,8,Dust Storm,Wet,OFF2978,RTO,Valid,4,Yes,Yes,Red,40,86,0.01,Negative,No,Yes,Not Paid,No,5,First Violation
VLT101050,Over-speeding,1996,Delhi,2025-11-16,02:56,Bike,Silver,2020,Punjab,27,Other,Commercial,7,Clear,Slippery,OFF4753,Traffic Police,Valid,3,Yes,Yes,Yellow,100,63,0.19,Not Conducted,No,No,Cash,No,4,Fine Paid On Spot
VLT101051,No Seatbelt,160,Delhi,2025-11-17,02:54,Truck,White,2001,Punjab,70,Male,Commercial,10,Clear,Under Construction,OFF7884,Highway Patrol,Suspended,4,Yes,N/A,Yellow,80,60,0.45,Negative,Yes,Yes,Not Paid,Yes,4,
VLT101052,Overloading,1458,Karnataka,2025-11-18,08:39,Scooter,Grey,2016,Maharashtra,40,Female,Learner,5,Foggy,Potholes,OFF7280,Traffic Police,Suspended,3,N/A,Yes,Yellow,40,48,0.21,Negative,No,No,Card,Yes,5,First Violation
VLT101053,No Helmet,2891,Delhi,2025-11-19,15:12,Bike,Silver,2020,Delhi,74,Male,Commercial,3,Cloudy,Potholes,OFF2271,Traffic Police,Suspended,5,Yes,No,Green,50,79,0.26,Positive,No,No,Online,No,3,
VLT101054,Signal Jumping,2600,Maharashtra,2025-11-20,10:58,Scooter,Grey,2002,Gujarat,61,Male,Two-Wheeler,7,Foggy,Slippery,OFF8544,Local Police,Suspended,2,Yes,Yes,Green,50,95,0.24,Negative,Yes,Yes,Online,No,3,Repeat Offender
VLT101055,Drunk Driving,3702,Karnataka,2025-11-21,01:46,Bike,Red,2002,Uttar Pradesh,19,Other,Four-Wheeler,7,Cloudy,Potholes,OFF3075,Highway Patrol,Valid,4,Yes,No,Green,80,50,0.15,Not Conducted,No,Yes,Cash,Yes,3,
VLT101056,No Seatbelt,907,Punjab,2025-11-22,10:26,Auto Rickshaw,Green,2015,Punjab,55,Male,Heavy Vehicle,6,Cloudy,Potholes,OFF7426,RTO,Suspended,5,Yes,No,Green,30,105,0.16,Not Conducted,Yes,No,Not Paid,No,5,Fine Paid On Spot
VLT101057,Signal Jumping,2164,Punjab,2025-11-23,04:33,Scooter,Silver,2004,West Bengal,69,Female,Commercial,10,Dust Storm,Slippery,OFF3033,RTO,Suspended,2,No,N/A,Yellow,50,55,0.48,Positive,Yes,Yes,Online,No,5,Fine Paid On Spot
VLT101058,No Seatbelt,1249,West Bengal,2025-11-24,07:01,Scooter,Red,2019,Karnataka,35,Other,Two-Wheeler,1,Foggy,Under Construction,OFF7805,Highway Patrol,Suspended,4,Yes,Yes,Yellow,60,35,0.23,Not Conducted,No,Yes,Online,No,0,
VLT101059,Using Mobile Phone,1588,Karnataka,2025-11-25,00:29,Truck,Green,2000,Karnataka,47,Other,Heavy Vehicle,7,Clear,Potholes,OFF4976,Traffic Police,Suspended,4,N/A,Yes,Red,60,92,0.12,Positive,No,No,Card,No,2,Fine Paid On Spot
VLT101060,No Helmet,3311,West Bengal,2025-11-26,02:42,Truck,Grey,2006,Karnataka,23,Male,Heavy Vehicle,4,Rainy,Dry,OFF5062,Local Police,Suspended,4,Yes,No,Red,40,43,0.46,Positive,No,No,Not Paid,Yes,4,
VLT101061,Drunk Driving,3125,Delhi,2025-11-27,03:27,Bus,Red,2006,Karnataka,26,Female,Four-Wheeler,4,Cloudy,Potholes,OFF2721,Traffic Police,Suspended,3,N/A,N/A,Yellow,40,118,0.13,Negative,Yes,No,Card,No,0,Repeat Offender
VLT101062,Driving Without License,821,Uttar Pradesh,2025-11-28,19:17,Truck,White,2014,Karnataka,74,Female,Heavy Vehicle,6,Cloudy,Wet,OFF1599,Highway Patrol,Expired,3,N/A,Yes,Yellow,80,47,0.2,Not Conducted,Yes,Yes,Not Paid,No,2,
VLT101063,No Seatbelt,696,Maharashtra,2025-11-29,11:13,Auto Rickshaw,Black,2011,Karnataka,74,Other,Commercial,2,Cloudy,Wet,OFF4496,Local Police,Suspended,3,No,No,Red,30,32,0.24,Not Conducted,Yes,Yes,Cash,Yes,0,First Violation
VLT101064,Over-speeding,2163,Karnataka,2025-11-30,08:45,Bike,Yellow,2006,Punjab,60,Male,Heavy Vehicle,1,Clear,Wet,OFF4326,RTO,Suspended,3,N/A,No,Yellow,50,114,0.41,Not Conducted,No,Yes,Card,No,4,First Violation
VLT101065,No Seatbelt,374,Maharashtra,2025-12-01,22:00,Auto Rickshaw,White,2000,Uttar Pradesh,34,Female,Commercial,2,Foggy,Potholes,OFF1424,RTO,Expired,1,No,N/A,Red,50,55,0.19,Positive,No,No,Online,No,5,Repeat Offender
VLT101066,Drunk Driving,1155,Tamil Nadu,2025-12-02,04:58,Bus,Silver,2023,Maharashtra,24,Male,Commercial,4,Rainy,Potholes,OFF2679,Traffic Police,Suspended,4,N/A,No,Green,30,21,0.48,Negative,Yes,Yes,Cash,No,0,
VLT101067,Wrong Parking,3676,West Bengal,2025-12-03,09:22,Bus,Black,2018,Maharashtra,52,Male,Learner,6,Dust Storm,Slippery,OFF2553,Highway Patrol,Suspended,4,Yes,N/A,Red,30,75,0.43,Not Conducted,Yes,No,Not Paid,Yes,4,Fine Paid On Spot
VLT101068,No Seatbelt,4266,Gujarat,2025-12-04,07:52,Auto Rickshaw,Silver,2002,Delhi,57,Other,Learner,6,Foggy,Under Construction,OFF9095,Highway Patrol,Valid,1,No,No,Yellow,80,77,0.23,Negative,Yes,Yes,Not Paid,No,5,First Violation
VLT101069,No Helmet,3233,West Bengal,2025-12-05,02:56,Auto Rickshaw,Red,2013,Punjab,47,Male,Heavy Vehicle,7,Clear,Potholes,OFF7880,RTO,Expired,5,N/A,Yes,Yellow,50,36,0.27,Positive,No,No,Online,Yes,2,Repeat Offender
VLT101070,Driving Without License,1934,Punjab,2025-12-06,04:38,Auto Rickshaw,White,2006,Uttar Pradesh,47,Male,Learner,2,Cloudy,Under Construction,OFF4523,Local Police,Suspended,3,N/A,No,Green,60,53,0.02,Not Conducted,No,No,Cash,Yes,1,Fine Paid On Spot
VLT101071,Overloading,4754,Uttar Pradesh,2025-12-07,17:01,Truck,Silver,2022,Punjab,67,Male,Four-Wheeler,0,Clear,Slippery,OFF7554,Highway Patrol,Suspended,1,No,No,Yellow,80,113,0.34,Positive,Yes,Yes,Online,Yes,3,Repeat Offender
VLT101072,Overloading,2941,Tamil Nadu,2025-12-08,16:16,Bike,Silver,2010,Karnataka,22,Other,Two-Wheeler,1,Rainy,Potholes,OFF3457,RTO,Expired,2,Yes,Yes,Yellow,30,38,0.15,Not Conducted,Yes,Yes,Not Paid,Yes,2,
VLT101073,Drunk Driving,2639,Uttar Pradesh,2025-12-09,06:50,Truck,Yellow,2004,Delhi,42,Other,Heavy Vehicle,7,Dust Storm,Slippery,OFF5059,RTO,Expired,1,No,Yes,Green,50,37,0.14,Positive,Yes,Yes,Online,No,5,Repeat Offender
VLT101074,Over-speeding,2394,West Bengal,2025-12-10,15:30,Truck,Yellow,2003,Karnataka,62,Male,Commercial,1,Clear,Under Construction,OFF9376,RTO,Suspended,3,No,No,Red,80,37,0.08,Not Conducted,Yes,Yes,Online,No,3,
VLT101075,No Seatbelt,3470,Gujarat,2025-12-11,19:46,Scooter,White,1997,Maharashtra,66,Other,Learner,0,Foggy,Wet,OFF3852,Traffic Police,Expired,5,N/A,Yes,Red,100,104,0.15,Negative,Yes,Yes,Online,Yes,0,
VLT101076,Wrong Parking,3361,Maharashtra,2025-12-12,17:01,Bus,Red,2009,Tamil Nadu,33,Other,Four-Wheeler,4,Cloudy,Slippery,OFF5283,RTO,Suspended,5,Yes,N/A,Yellow,40,55,0.1,Negative,Yes,No,Not Paid,No,0,First Violation
VLT101077,Signal Jumping,4929,Delhi,2025-12-13,06:13,Auto Rickshaw,Blue,1998,Gujarat,18,Female,Commercial,5,Clear,Under Construction,OFF7364,RTO,Suspended,3,Yes,No,Red,30,82,0.06,Positive,Yes,No,Card,No,2,Repeat Offender
VLT101078,Driving Without License,1065,West Bengal,2025-12-14,23:28,Auto Rickshaw,White,2013,Maharashtra,61,Female,Two-Wheeler,3,Dust Storm,Potholes,OFF7254,RTO,Valid,5,N/A,No,Red,50,77,0.12,Not Conducted,Yes,No,Not Paid,No,2,First Violation
VLT101079,Drunk Driving,1891,West Bengal,2025-12-15,16:30,Truck,Silver,2016,Delhi,52,Male,Learner,0,Rainy,Dry,OFF1088,RTO,Expired,1,Yes,Yes,Yellow,60,64,0.22,Not Conducted,Yes,Yes,Not Paid,No,2,Repeat Offender
VLT101080,No Seatbelt,3950,Delhi,2025-12-16,00:53,Bus,Yellow,2023,Karnataka,61,Female,Commercial,9,Dust Storm,Slippery,OFF9270,Local Police,Expired,5,Yes,No,Green,80,82,0.0,Not Conducted,Yes,Yes,Not Paid,No,5,First Violation
VLT101081,No Helmet,3560,West Bengal,2025-12-17,16:39,Car,Yellow,2014,Gujarat,72,Male,Commercial,7,Rainy,Under Construction,OFF4240,Local Police,Valid,4,N/A,No,Green,40,33,0.07,Not Conducted,No,No,Card,Yes,0,Repeat Offender
VLT101082,Signal Jumping,4600,Punjab,2025-12-18,23:23,Bike,Black,2006,Karnataka,22,Other,Two-Wheeler,6,Clear,Under Construction,OFF6258,Traffic Police,Suspended,5,N/A,N/A,Yellow,50,74,0.4,Not Conducted,Yes,No,Card,No,1,Repeat Offender
VLT101083,No Seatbelt,1161,West Bengal,2025-12-19,04:17,Truck,Yellow,2023,Maharashtra,74,Female,Four-Wheeler,5,Clear,Wet,OFF3289,Traffic Police,Suspended,2,N/A,N/A,Red,80,50,0.24,Not Conducted,No,Yes,Online,No,1,Repeat Offender
VLT101084,No Helmet,3193,Uttar Pradesh,2025-12-20,05:15,Auto Rickshaw,Red,2011,Tamil Nadu,51,Male,Four-Wheeler,1,Rainy,Slippery,OFF4758,Local Police,Expired,1,Yes,No,Yellow,100,43,0.01,Negative,No,No,Online,No,2,Repeat Offender
VLT101085,Overloading,1399,West Bengal,2025-12-21,01:28,Bus,White,2012,Maharashtra,41,Female,Commercial,4,Cloudy,Dry,OFF4686,Traffic Police,Suspended,3,N/A,Yes,Yellow,80,100,0.4,Negative,Yes,No,Card,No,0,Fine Paid On Spot
VLT101086,Wrong Parking,2367,West Bengal,2025-12-22,22:45,Bus,Red,2009,Uttar Pradesh,71,Male,Four-Wheeler,6,Foggy,Dry,OFF4907,Traffic Police,Valid,4,Yes,N/A,Yellow,80,89,0.47,Negative,No,No,Not Paid,Yes,0,
VLT101087,Overloading,1553,Maharashtra,2025-12-23,07:07,Car,Blue,2007,Karnataka,73,Male,Learner,4,Cloudy,Dry,OFF4339,Local Police,Suspended,2,N/A,No,Green,60,103,0.49,Not Conducted,No,Yes,Card,No,4,Repeat Offender
VLT101088,Signal Jumping,2694,Karnataka,2025-12-24,00:10,Truck,Black,2015,West Bengal,65,Female,Commercial,1,Rainy,Wet,OFF8818,Local Police,Suspended,2,N/A,Yes,Green,60,20,0.4,Negative,Yes,Yes,Card,No,2,Repeat Offender
VLT101089,No Seatbelt,4954,West Bengal,2025-12-25,16:30,Truck,Red,1998,Maharashtra,44,Female,Two-Wheeler,6,Clear,Slippery,OFF6561,Local Police,Valid,4,Yes,Yes,Yellow,50,28,0.0,Negative,No,Yes,Card,No,5,First Violation
VLT101090,Wrong Parking,998,Uttar Pradesh,2025-12-26,11:07,Scooter,Red,2022,Maharashtra,66,Other,Two-Wheeler,7,Foggy,Dry,OFF8677,Local Police,Expired,5,N/A,Yes,Red,100,38,0.48,Positive,Yes,Yes,Online,Yes,3,First Violation
VLT101091,Over-speeding,1367,West Bengal,2025-12-27,03:56,Bike,Grey,2013,Punjab,56,Male,Commercial,5,Clear,Under Construction,OFF6713,Local Police,Suspended,3,Yes,Yes,Yellow,30,78,0.46,Negative,No,Yes,Not Paid,Yes,5,
VLT101092,Drunk Driving,4300,Gujarat,2025-12-28,00:09,Bus,Yellow,2001,Uttar Pradesh,67,Male,Learner,2,Clear,Slippery,OFF1237,Traffic Police,Valid,5,No,No,Green,100,41,0.43,Not Conducted,Yes,Yes,Card,No,3,First Violation
VLT101093,No Seatbelt,3560,Uttar Pradesh,2025-12-29,02:51,Car,Silver,2014,Maharashtra,47,Male,Two-Wheeler,5,Dust Storm,Slippery,OFF1325,RTO,Valid,3,No,Yes,Red,80,97,0.23,Positive,Yes,No,Cash,No,1,
VLT101094,No Seatbelt,2772,Karnataka,2025-12-30,17:49,Bike,Green,2012,Delhi,50,Female,Heavy Vehicle,10,Cloudy,Dry,OFF1487,Highway Patrol,Valid,2,Yes,Yes,Yellow,30,98,0.19,Not Conducted,No,Yes,Card,Yes,1,Repeat Offender
VLT101095,Driving Without License,514,Gujarat,2025-12-31,00:05,Scooter,Black,2002,West Bengal,35,Female,Learner,9,Rainy,Wet,OFF5053,Highway Patrol,Valid,3,No,No,Red,100,110,0.27,Not Conducted,Yes,No,Cash,No,3,Fine Paid On Spot
VLT101096,Overloading,635,Gujarat,2026-01-01,01:15,Scooter,Red,2013,Punjab,36,Other,Learner,4,Dust Storm,Potholes,OFF4296,Local Police,Valid,5,No,Yes,Green,50,105,0.03,Not Conducted,Yes,No,Cash,No,1,
VLT101097,Driving Without License,3482,Gujarat,2026-01-02,15:54,Car,Grey,1999,Uttar Pradesh,30,Female,Two-Wheeler,4,Dust Storm,Slippery,OFF3536,Local Police,Valid,3,Yes,N/A,Red,80,29,0.1,Positive,Yes,Yes,Cash,Yes,4,Fine Paid On Spot
VLT101098,Signal Jumping,2412,Punjab,2026-01-03,08:47,Scooter,Yellow,2023,Gujarat,35,Female,Heavy Vehicle,7,Cloudy,Potholes,OFF6967,Local Police,Expired,4,N/A,No,Yellow,50,75,0.37,Positive,Yes,Yes,Online,Yes,3,Repeat Offender
VLT101099,Drunk Driving,2019,Uttar Pradesh,2026-01-04,14:52,Truck,Green,2004,Tamil Nadu,52,Other,Two-Wheeler,9,Dust Storm,Potholes,OFF4705,Traffic Police,Valid,2,Yes,Yes,Red,30,101,0.5,Not Conducted,No,No,Online,Yes,3,Fine Paid On Spot
VLT101100,Driving Without License,654,Tamil Nadu,2026-01-05,15:00,Truck,Blue,2010,Delhi,69,Other,Learner,4,Dust Storm,Potholes,OFF2395,RTO,Valid,5,N/A,Yes,Green,60,53,0.02,Negative,Yes,Yes,Cash,No,1,Repeat Offender
VLT101101,No Seatbelt,400,West Bengal,2026-01-06,21:49,Bike,Silver,1997,Gujarat,75,Female,Four-Wheeler,10,Cloudy,Under Construction,OFF2086,Traffic Police,Valid,5,N/A,No,Green,30,46,0.3,Positive,No,Yes,Cash,No,2,First Violation
VLT101102,Wrong Parking,1801,Maharashtra,2026-01-07,02:03,Car,Blue,2006,Maharashtra,21,Female,Heavy Vehicle,8,Rainy,Potholes,OFF1535,Local Police,Suspended,1,N/A,N/A,Red,50,105,0.38,Negative,No,Yes,Not Paid,No,4,Repeat Offender
VLT101103,Using Mobile Phone,2733,Maharashtra,2026-01-08,18:20,Auto Rickshaw,Blue,2016,Maharashtra,67,Male,Two-Wheeler,8,Foggy,Wet,OFF5524,RTO,Suspended,2,N/A,Yes,Yellow,100,26,0.37,Negative,Yes,No,Card,No,4,First Violation
VLT101104,Signal Jumping,4245,West Bengal,2026-01-09,08:41,Bus,Blue,2010,Delhi,28,Female,Learner,5,Foggy,Dry,OFF6731,Traffic Police,Valid,3,N/A,N/A,Yellow,100,26,0.43,Not Conducted,Yes,Yes,Card,No,2,First Violation
VLT101105,Driving Without License,2520,Maharashtra,2026-01-10,16:01,Scooter,Black,2018,Punjab,61,Male,Commercial,5,Cloudy,Slippery,OFF3992,Traffic Police,Expired,2,No,No,Yellow,100,33,0.27,Not Conducted,No,Yes,Cash,No,2,First Violation
VLT101106,Using Mobile Phone,2437,Karnataka,2026-01-11,01:24,Car,Black,2007,Uttar Pradesh,72,Female,Four-Wheeler,2,Dust Storm,Dry,OFF9105,Highway Patrol,Valid,2,No,Yes,Green,60,117,0.17,Not Conducted,Yes,No,Not Paid,No,5,Fine Paid On Spot
VLT101107,Driving Without License,2884,Uttar Pradesh,2026-01-12,18:25,Auto Rickshaw,White,2018,Karnataka,45,Other,Learner,1,Foggy,Slippery,OFF9914,Local Police,Valid,1,No,Yes,Red,30,59,0.42,Negative,No,No,Online,Yes,2,
VLT101108,Drunk Driving,4187,West Bengal,2026-01-13,22:40,Scooter,Grey,2023,Tamil Nadu,44,Other,Heavy Vehicle,3,Clear,Under Construction,OFF1492,Traffic Police,Suspended,4,No,N/A,Yellow,40,97,0.4,Positive,Yes,Yes,Online,Yes,0,Fine Paid On Spot
VLT101109,Driving Without License,2748,Uttar Pradesh,2026-01-14,13:18,Truck,Grey,2019,Tamil Nadu,65,Female,Learner,5,Clear,Slippery,OFF1591,RTO,Suspended,4,N/A,Yes,Green,50,109,0.22,Positive,Yes,No,Online,No,4,First Violation
